我们	41787606
自己	34157718
没有	30405623
中国	27811293
可以	25881411
这个	24376948
他们	23760910
发展	21271128
就是	21108063
工作	19699227
进行	19659691
记者	19653989
公司	18463472
已经	18453164
问题	18326876
企业	18094727
什么	17796936
现在	16365880
这样	15966815
市场	15562471
因为	15060912
不是	14890823
一个	14879221
时间	14785440
还是	14614773
如果	14358816
国家	13546984
经济	13362290
开始	13244622
时候	12888353
目前	12499652
今天	12378709
活动	12157387
管理	11583904
一些	11583138
通过	11389239
这些	11378382
美国	11143597
大家	11129890
但是	11099202
可能	10924987
社会	10910170
表示	10779896
下载	10759485
情况	10685076
都是	10663292
需要	10639969
不能	10492118
生活	10428809
认为	10290693
同时	10226733
建设	10214422
发现	10125489
世界	9936800
政府	9908944
重要	9812054
这种	9795387
成为	9782775
看到	9724548
今年	9714475
技术	9689523
喜欢	9589721
还有	9517905
产品	9469054
知道	9354835
主要	9304580
出现	9270103
一定	9214184
要求	9010117
由于	8959841
所以	8908397
方面	8766166
怎么	8708842
希望	8644589
生产	8624503
北京	8540275
你们	8527633
一起	8424127
影响	8415501
国际	8397493
价格	8354002
比赛	8302273
投资	8299582
那么	8243125
研究	8217927
起来	8059704
非常	8056541
一直	8013106
不会	8010572
应该	8001472
觉得	7959167
部门	7954820
为了	7905822
发生	7898301
作为	7885316
提高	7871020
这么	7829309
不要	7793782
其中	7646781
服务	7624405
不过	7607718
虽然	7553479
以及	7517422
有关	7502466
结果	7472633
对于	7464227
教育	7453071
组织	7333852
只有	7327973
城市	7295150
很多	7245918
人员	7206692
而且	7200892
必须	7163797
其他	7091107
最后	7078430
提供	7033899
只是	7002717
不同	6966512
项目	6927688
因此	6921030
学生	6886521
支持	6876120
使用	6848802
哈哈	6846983
之后	6832942
上海	6771215
参加	6771133
继续	6723217
文化	6715704
包括	6693860
全国	6692428
孩子	6681697
得到	6635451
比较	6575380
人民	6572220
关系	6551882
获得	6533482
我国	6316190
出来	6185846
增加	6147337
能力	6106359
选择	6105589
增长	6090615
进入	6077234
一样	6001838
了解	5990965
所有	5983705
系统	5961138
根据	5937666
一下	5932374
地方	5926648
报道	5923009
其实	5839402
规定	5834718
东西	5827002
正在	5824702
这里	5812931
方式	5778858
作用	5764545
美元	5711642
解决	5703943
关注	5652031
感觉	5647041
领导	5632400
日本	5623255
实现	5613547
安全	5588869
学习	5570557
能够	5559134
达到	5548520
完成	5542752
以上	5528952
过程	5506342
政策	5486640
环境	5471225
信息	5460184
设计	5452273
存在	5444212
开发	5441261
具有	5430585
到了	5417555
中心	5392545
事情	5385352
决定	5371473
朋友	5331707
标准	5308396
去年	5301941
那个	5296183
有些	5287025
方法	5272124
部分	5271870
个人	5264294
然后	5260934
会议	5237094
提出	5231822
昨天	5187383
之间	5182775
合作	5169374
各种	5164375
学校	5160143
成功	5131252
水平	5128312
代表	5124716
以后	5109594
坚持	5101129
介绍	5100620
单位	5081637
计划	5045972
表现	5040771
机构	5034523
告诉	5024560
资金	5005907
过去	4956320
本站	4931971
不断	4917307
基金	4913266
改革	4907306
国内	4905626
基本	4892990
建立	4860074
原因	4817909
分析	4802670
如何	4786911
直接	4763415
不知道	4744474
基础	4735162
任何	4715610
一般	4685653
加强	4679264
经过	4663309
工程	4657909
治疗	4645056
形成	4635389
网络	4634842
小时	4629165
机会	4613507
准备	4607197
接受	4588777
明显	4581171
努力	4574518
最大	4570225
消息	4560175
甚至	4544850
制度	4544274
行业	4542641
别人	4535410
那些	4520517
完全	4517556
调查	4506783
地区	4505793
群众	4490714
或者	4486147
更多	4478653
一个人	4476555
电话	4470310
业务	4467136
经营	4454772
条件	4445457
女人	4439772
可是	4439141
一切	4433800
为什么	4421303
终于	4420176
相关	4420111
进一步	4419307
精神	4369869
功能	4366570
人们	4352946
历史	4350507
左右	4345575
男人	4342420
当时	4319095
幸福	4296331
处理	4271255
银行	4268740
质量	4267489
采用	4267110
许多	4256637
下午	4251438
这次	4246131
控制	4219934
无法	4213049
利用	4206796
内容	4171461
不错	4169385
造成	4156062
行为	4154392
目标	4150546
只要	4142480
思想	4139244
以来	4134724
有人	4125753
突然	4107628
我的	4102434
回复	4100513
销售	4099072
报告	4092602
每天	4042837
手机	4029052
产业	4020888
如此	4016557
实施	4015009
汽车	4011306
原来	4006582
举行	3977472
来自	3956625
媒体	3950720
全部	3939595
积极	3937116
调整	3935207
产生	3920035
是否	3914584
明天	3889610
健康	3887813
资源	3886504
来说	3885076
品牌	3883548
严重	3880758
现场	3865006
几个	3850223
保护	3845883
变化	3827149
才能	3821162
游戏	3819967
医院	3813656
分钟	3812320
显示	3808084
参与	3801405
专家	3798777
关于	3792407
看看	3786743
真正	3779722
特别	3775279
自然	3773233
分别	3769793
上市	3759924
取得	3749367
专业	3742529
超过	3739835
注意	3732141
未来	3724123
最近	3710081
重点	3704151
电影	3689714
晚上	3682819
不仅	3669932
法律	3667169
帮助	3665880
结束	3662104
只能	3644329
本报讯	3629640
整个	3626881
拥有	3617376
除了	3600277
带来	3580695
改变	3580003
办法	3578828
结构	3569079
保持	3551557
价值	3529209
自己的	3521769
不少	3515814
检查	3513612
认识	3502311
越来越	3500405
农村	3463634
任务	3461212
新华社	3460234
按照	3459334
推荐	3458502
考虑	3448267
快乐	3444915
科技	3441620
全面	3440739
香港	3426134
当然	3415900
受到	3411560
点击	3409465
另外	3407133
干部	3386347
开展	3386274
多少	3379566
相信	3375201
昨日	3368882
有效	3353274
容易	3353168
而是	3345161
收入	3344245
人士	3328393
不到	3324045
十分	3322602
政治	3321824
之前	3320370
交易	3318120
正常	3309730
新闻	3304239
地址	3301704
并不	3265140
实际	3224970
的人	3224304
最终	3220240
传统	3212766
保证	3205343
效果	3197671
责任	3196995
有的	3183017
回家	3177831
科学	3176962
共同	3171388
措施	3161946
指出	3161510
意义	3146781
经验	3146701
有点	3144740
创新	3141334
建议	3129970
之一	3127581
期间	3107363
真是	3100686
程度	3100422
患者	3082262
以前	3076134
资产	3074499
采取	3056043
正式	3052059
家庭	3047727
具体	3044948
肯定	3039742
回来	3024352
联系	3021028
导致	3018128
更加	3017452
身体	3014124
结合	3013619
引起	3010810
优势	3009827
开心	3008908
因素	3001682
老师	2997668
不想	2996358
很大	2991517
人生	2987205
数据	2974788
行动	2959158
音乐	2958512
减少	2947704
压力	2946579
范围	2936978
促进	2934679
也是	2931215
竞争	2929836
简单	2927310
消费者	2925044
农民	2920985
最好	2918438
用户	2914726
充分	2912869
利益	2905000
需求	2902881
风险	2892493
运动	2891104
还要	2888314
空间	2884933
全球	2880001
想到	2876807
集中	2871806
力量	2865432
上午	2861780
发表	2860185
根本	2860153
永远	2858303
旅游	2852386
集团	2849908
分享	2840136
生命	2837355
速度	2832473
方案	2831948
规划	2822481
革命	2822287
台湾	2814651
当地	2812399
社会主义	2810778
发挥	2801870
大量	2798806
金融	2797092
曾经	2795503
爱情	2793127
事件	2792950
是不是	2788095
工业	2787755
你的	2769095
细胞	2761921
客户	2761611
综合	2759279
总是	2757109
于是	2755669
状态	2748628
转发	2747924
双方	2746415
应用	2744364
持续	2743059
执行	2739661
冠军	2736575
最高	2735168
交通	2733925
妈妈	2733513
电视	2728539
再次	2728165
理论	2727078
意见	2708897
稳定	2704720
首先	2700575
的是	2697918
战略	2691918
以为	2687205
成本	2683936
让人	2683759
心里	2677675
的话	2677149
推出	2669012
面对	2663082
很好	2654919
平均	2654181
知识	2646202
离开	2646109
刚刚	2643675
土地	2640832
大学	2616716
尽管	2615655
以下	2614921
说明	2611367
下降	2605653
广州	2601827
现象	2598802
心情	2597962
同样	2585853
对方	2585182
并且	2580767
电脑	2576740
他的	2576025
农业	2574998
确定	2574419
几乎	2573903
购买	2570096
困难	2559565
统一	2558887
行政	2557166
领域	2557020
人才	2555683
里面	2555210
资料	2553938
设备	2540252
模式	2536099
谢谢	2528380
英国	2521391
经常	2517369
统计	2514976
来到	2508241
宣传	2507075
第一次	2505749
消费	2498519
成绩	2497433
规模	2496351
此次	2495102
投资者	2486908
安排	2485762
下来	2485627
同志	2485028
重大	2481380
明确	2480347
训练	2475819
负责	2467076
居民	2461925
实行	2459262
都会	2456798
关键	2455404
采访	2452103
长期	2447058
成立	2438618
公布	2431240
心理	2427764
这是	2425844
事业	2420178
绝对	2418401
可爱	2416266
市民	2415812
形式	2411513
股东	2401848
良好	2400232
儿子	2389621
属于	2386487
投入	2383906
建筑	2383832
出口	2383789
现代	2383226
监督	2380924
后来	2379750
广告	2374480
目的	2369260
负责人	2366659
机制	2361434
体系	2358506
保障	2357266
今日	2351756
感到	2344672
连续	2344389
仍然	2339173
似乎	2336352
房地产	2331878
故事	2328736
时代	2327266
也许	2327195
联合	2324124
方向	2322886
民族	2319574
劳动	2319046
素质	2318840
眼睛	2316150
相当	2312692
特别是	2310713
无论	2310098
两个	2308836
认真	2307914
位置	2289796
迅速	2288069
期待	2286125
商业	2285215
一次	2281637
作品	2279339
阶段	2269287
扩大	2268370
好好	2267174
上涨	2266059
降低	2260675
教学	2258194
然而	2258164
培养	2256123
面积	2256063
贷款	2252168
召开	2250018
先生	2248041
值得	2247536
中央	2245850
讨论	2245799
韩国	2240254
声音	2237408
说道	2234726
看来	2225313
考试	2225151
材料	2225109
附近	2223523
世纪	2223426
愿意	2219013
职工	2216038
新浪	2215812
平方米	2215133
人民币	2209443
商品	2206271
感谢	2204787
睡觉	2202995
就要	2201058
反应	2201040
满足	2199267
发布	2198728
原则	2198319
证明	2194117
身边	2192839
反映	2191037
广大	2190164
一种	2185696
特点	2184989
立即	2178726
即使	2178086
每年	2177341
网站	2173835
比如	2170874
电子	2167698
到底	2165014
记得	2163744
及时	2163370
理解	2162925
照片	2161668
巨大	2156717
恢复	2154886
相对	2154664
创造	2154110
重新	2150465
父母	2150456
从而	2150279
过来	2150245
居然	2143113
表明	2140663
食品	2140171
操作	2139438
网上	2139073
重视	2137809
艺术	2136623
变成	2136378
每个	2132753
此外	2131504
不再	2131338
好像	2129764
不了	2128877
宣布	2114731
男子	2112579
清楚	2109154
事故	2105843
委员会	2091097
不可	2087964
月份	2084178
明白	2082348
死亡	2080502
合同	2079447
完善	2077096
现实	2076948
今晚	2075718
机关	2073255
年代	2072559
青年	2068527
解释	2067656
欢迎	2065915
普通	2061735
依然	2059195
交流	2057769
强调	2052208
透露	2051262
一点	2050732
整体	2049719
加入	2049378
选手	2047641
正是	2046086
培训	2045148
一段	2044039
习惯	2042182
竟然	2039111
职业	2037945
区域	2037145
去了	2037069
公开	2034367
教师	2033953
不用	2028991
它们	2024150
享受	2018603
哪里	2017051
合理	2016994
球员	2016441
不敢	2015144
比例	2013745
手术	2010605
费用	2005067
预计	1999587
免费	1998263
下去	1997508
至少	1996345
遇到	1991551
不管	1991296
状况	1989084
上升	1983343
推动	1983139
回到	1982239
家里	1982174
来源	1980211
听到	1975553
对手	1975079
出去	1967909
符合	1967336
确实	1966069
时尚	1966016
想要	1965338
证券	1963588
并没有	1959957
医疗	1958670
同学	1955697
人类	1953679
制定	1950886
公里	1948202
态度	1947459
股票	1945572
怎样	1945502
利润	1945244
体育	1944948
实力	1944404
欧洲	1942904
数量	1941019
那样	1939848
她们	1938149
社区	1937650
保险	1933370
组成	1932912
处于	1932555
针对	1932399
经历	1932227
丰富	1931132
改善	1929343
才是	1927232
更是	1923740
规范	1923680
推进	1918704
先进	1918684
指导	1911976
作者	1908959
那里	1905367
各地	1903959
德国	1900732
道路	1900283
女孩	1897886
心中	1897050
警方	1893038
独立	1892599
发行	1891298
深圳	1888259
所谓	1886321
相比	1883477
不足	1882454
体现	1881940
犯罪	1880670
近日	1878864
放弃	1877570
每次	1872090
自由	1871193
感情	1870043
适合	1866986
时期	1863930
指标	1863193
工作人员	1862560
人家	1861769
投票	1859828
内部	1857331
手段	1855730
天气	1855577
主席	1853308
高度	1852073
胜利	1848769
首次	1848054
如今	1847799
父亲	1844474
软件	1843918
往往	1840520
增强	1838775
观众	1835609
女儿	1835470
一边	1832625
马上	1827711
工人	1826455
一份	1823679
实践	1820045
节目	1815858
失去	1813695
症状	1813557
申请	1810675
球队	1807727
年轻	1805946
对此	1805939
快速	1805149
美丽	1805024
应当	1803246
正确	1801974
说话	1801458
观察	1800356
严格	1798180
加快	1796421
核心	1795122
突破	1792516
地位	1788953
形象	1786214
不知	1781776
总统	1781610
视频	1780071
协议	1779883
随后	1779133
老人	1776058
女性	1775774
基地	1774977
同意	1772310
评论	1770985
临床	1768392
表达	1766427
名字	1765890
贸易	1762572
儿童	1761777
通知	1761280
医生	1758616
晚安	1756606
难以	1755358
很快	1754324
举办	1754009
当前	1745785
母亲	1745743
人物	1743773
日子	1743121
有限公司	1741816
资本	1741323
加上	1739983
看见	1739832
指数	1737790
回答	1736380
评价	1736031
女子	1733192
更好	1732520
著名	1731716
加油	1731119
法国	1731108
设施	1728392
系列	1725483
卫生	1724424
老板	1721534
结婚	1714056
精彩	1709883
上述	1708796
当年	1706017
俄罗斯	1705638
令人	1705528
较大	1705042
位于	1702278
不可能	1701879
有所	1701494
深入	1700898
本来	1699030
落实	1695488
尤其是	1692993
改造	1685904
紧张	1679216
今后	1678339
成员	1678147
飞机	1674767
和平	1673726
实验	1672617
感受	1672384
实际上	1669759
吃饭	1669599
给予	1665771
之中	1665668
供应	1663920
官员	1663042
面临	1662987
她的	1661654
开放	1661490
漂亮	1660274
数字	1659807
流通	1659715
员工	1659645
病人	1659533
自身	1659401
队伍	1658085
股份	1657565
编辑	1654975
不够	1653027
制造	1650659
就业	1649121
为主	1646174
计算	1645259
南京	1644416
突出	1642971
特色	1640849
大型	1637304
早上	1636879
体制	1632865
趋势	1632271
优秀	1631793
案件	1629031
必要	1628373
充满	1627933
每一	1627596
顺利	1625804
运行	1625450
事实	1625258
有着	1624639
年龄	1615325
真实	1614710
图片	1611809
提升	1610791
大会	1608713
收购	1607038
专门	1605655
工资	1605161
逐步	1604344
吸引	1603278
对象	1599297
股权	1597974
距离	1593903
战争	1592167
变得	1590508
国外	1590294
发出	1590162
损失	1590129
逐渐	1588613
方便	1586325
协会	1585598
在于	1584567
文件	1584346
反对	1584304
试验	1584222
缺乏	1583417
意识	1582960
配合	1580539
关心	1579851
明年	1578089
不得	1569062
全省	1563209
普遍	1563156
成长	1563012
特殊	1561398
及其	1560523
成熟	1559904
展开	1559516
高兴	1554692
学会	1553692
最新	1553141
伟大	1552059
主动	1549050
住房	1548884
很难	1546277
估计	1545118
强烈	1545098
斗争	1544032
广泛	1543446
近期	1543400
一旦	1542847
加大	1540851
据悉	1540053
爸爸	1539349
足球	1538009
联赛	1537260
矛盾	1534002
房子	1528535
拍摄	1526880
强大	1522928
部队	1514877
收到	1511523
和谐	1511179
娱乐	1510796
本身	1510786
语言	1508409
一致	1508397
队员	1507608
小组	1502879
用于	1501069
限制	1500606
即将	1497231
平台	1496056
样子	1494022
追求	1491661
使得	1491166
维护	1491166
等待	1491151
掌握	1490983
毛主席	1487595
测试	1486970
皮肤	1486662
避免	1483993
品种	1480607
亚洲	1475636
休息	1474359
程序	1473901
理由	1473645
伊拉克	1470354
第一个	1469568
并不是	1469406
文章	1468231
彻底	1468051
风格	1467720
上班	1465310
一批	1463837
最佳	1463287
军事	1462539
满意	1462080
广东	1461278
成果	1459880
集体	1459247
此时	1458467
好多	1458322
明星	1457635
宝贝	1455833
留下	1453169
美好	1450689
其它	1450200
兄弟	1449887
登记	1448947
车辆	1448656
当天	1448594
感动	1448124
难道	1447812
挑战	1447219
要是	1446531
提前	1444387
审计	1443806
不如	1442962
想起	1441864
主题	1441541
检测	1440074
主任	1439284
那种	1438472
承担	1437473
全市	1437386
等等	1436934
发帖	1436143
打开	1431808
体验	1429874
适应	1428313
监管	1427140
杭州	1426297
各级	1422914
表演	1421909
启动	1421542
办公室	1420524
教授	1420431
就算	1417049
动物	1416652
刚才	1415226
意思	1414729
好看	1414439
升级	1406088
形势	1405792
国务院	1405710
显得	1404666
先后	1402082
办理	1399662
实在	1399447
涉及	1398736
角度	1398477
纷纷	1396354
承认	1395812
寻找	1394988
执法	1392050
伊朗	1390643
厦门	1390202
制作	1388939
人口	1387881
身份	1387614
不起	1386854
支付	1386571
推广	1384176
疾病	1383034
协调	1382418
复杂	1382024
第一	1381679
环保	1379533
情绪	1372674
动作	1372066
始终	1371978
大部分	1371342
文明	1371173
相互	1368536
版主	1366850
忘记	1365648
显然	1364582
慢慢	1364528
进口	1362387
痛苦	1362101
贡献	1361778
梦想	1359667
危险	1358488
错误	1357845
概念	1355997
理想	1355294
完美	1351572
民警	1350566
呵呵	1348085
中午	1346954
相应	1346150
咨询	1345319
民主	1345115
自我	1344158
药品	1343818
拒绝	1343392
出席	1343090
多次	1340319
预期	1339746
确保	1338025
石油	1337805
收益	1337423
受伤	1335233
破坏	1332067
物质	1331362
众多	1331066
妻子	1330676
周围	1328408
毕业	1327506
错过	1326893
书记	1323894
公共	1323649
财政	1321030
高级	1320207
春节	1320080
经典	1315984
加工	1313490
各项	1312504
批准	1311022
上面	1310429
司机	1310305
已有	1310294
果然	1309714
阳光	1308906
注册	1308323
打击	1307292
固定	1305819
药物	1304360
股市	1302555
回去	1302474
轻松	1299538
转移	1296688
后面	1294860
印度	1293656
记录	1291962
鼓励	1290657
违法	1290330
这时	1285592
公告	1285428
生态	1283565
主持人	1282959
两国	1282480
进步	1282365
姐姐	1279753
人数	1279699
朝鲜	1279050
家长	1278162
提醒	1277629
收费	1277247
直到	1276279
组合	1274081
之外	1273406
大大	1272017
从事	1271865
力度	1271292
下跌	1271240
温暖	1268580
重庆	1266255
警察	1265423
真心	1264590
施工	1264360
移动	1261690
演出	1261512
感染	1260354
观念	1259302
一部分	1258550
观点	1258069
昨晚	1257819
性能	1257523
论坛	1254218
各个	1253962
俱乐部	1252091
至今	1247938
为此	1245518
英语	1244928
超级	1243524
铁路	1243123
黄金	1239496
诊断	1237100
刺激	1236885
依法	1236351
高校	1234617
总结	1234391
某些	1232701
承诺	1231815
能源	1231655
显著	1231645
酒店	1231322
近年来	1230787
半年	1230511
道德	1229736
不但	1228586
成都	1228476
最低	1228263
一半	1227406
宝宝	1227222
热情	1226425
一系列	1221597
律师	1220997
新年	1220074
差异	1218822
伤害	1218525
特征	1218357
有时	1218290
回忆	1216463
否则	1215433
污染	1214428
分配	1213649
运用	1212794
具备	1212098
中国队	1211439
设立	1211312
多年	1210552
构成	1210263
不在	1210143
权利	1209618
防止	1208716
英雄	1208154
天天	1207998
运营	1205472
出台	1203741
财务	1201381
动力	1199531
杂志	1199195
住宅	1198989
或许	1198107
祝福	1197671
从来	1197623
报名	1197485
失败	1196719
微笑	1196377
此前	1194833
维持	1193493
攻击	1193190
自动	1190884
毕竟	1186499
背景	1182431
一生	1180361
房价	1176621
联合国	1171369
运输	1171264
妇女	1171169
争取	1170688
担任	1169494
展示	1169426
敌人	1169236
赶紧	1167227
设置	1167013
优惠	1166280
家人	1165923
找到	1165330
现金	1165127
美女	1162031
下面	1159872
熟悉	1159796
接近	1159601
大力	1159096
最多	1157421
学院	1157174
同期	1157041
商务	1156956
中间	1156458
接触	1156434
贯彻	1155491
多种	1154012
房屋	1152080
角色	1151963
相同	1150418
