的	15186383
和	2182387
是	1820840
了	1718749
在	1437211
我	859575
也	665968
就	599039
对	594282
年	582975
而	544963
有	527941
中	519632
但	515789
你	491833
他	457327
与	452102
从	417673
上	406639
都	405795
等	402625
会	339185
去	338070
到	325974
被	323288
这	315595
来	309722
为	307615
吗	297075
吧	296707
时	296387
后	287940
呢	286246
用	285150
里	279746
要	261455
把	258835
啊	246838
能	240318
做	222207
或	217602
个	216910
还	216175
又	206461
以	199615
给	195992
月	193549
将	193526
那	190400
它	188441
她	180866
人	178602
看	175394
比	175311
让	174354
不	172148
再	160445
跟	150544
多	150523
其	144732
说	138364
下	137127
并	136196
更	130456
当	127875
好	124460
却	119003
地	118315
大	118314
想	114196
过	113297
日	108310
分	105477
点	104783
小	104702
很	101655
可	101567
一	101306
像	100227
及	95258
才	93156
元	92883
前	88291
万	88044
最	86573
如	86405
买	76934
先	75872
且	75216
岁	74536
所	73468
由	73146
高	71817
该	71201
们	71058
则	70057
号	65940
得	63512
向	62812
于	62797
即	62103
叫	60954
第	60705
没	60637
只	59902
么	58520
啦	57464
类	56652
连	56501
找	56018
新	55724
二	53511
之	53103
打	52669
写	51876
吃	50416
天	50217
拿	49643
书	48390
出	48202
哦	48182
内	47462
玩	47120
讲	46429
学	46243
图	46203
谁	45892
嘛	45866
三	44133
钱	43327
听	42675
问	42421
次	42231
靠	41580
请	41153
按	40795
非	40680
者	39084
带	37567
某	37428
呀	37258
本	36787
外	36768
走	36645
选	36616
站	35164
版	35091
考	34873
题	34446
加	34378
使	34033
级	33973
老	33215
课	33142
亿	33024
开	32988
米	32677
至	32384
全	32079
快	31893
型	31841
真	31251
低	30368
搞	30180
便	29954
着	29811
太	29587
因	29508
家	29245
您	29202
少	29169
爱	29013
已	28720
秒	28499
成	28360
越	28073
感	27926
字	27519
式	27275
卖	27271
背	26326
度	25922
道	25835
起	25537
花	25367
线	25329
刚	25126
水	24797
黑	24558
名	24396
倍	24261
拍	24254
发	24146
进	24125
放	23929
算	23785
原	23733
自	23714
跑	23703
性	23672
刷	23489
块	23270
各	22829
四	22692
读	22355
约	22222
总	22200
法	21886
往	21866
别	21773
球	21670
差	21549
死	21022
车	20951
同	20685
挺	20418
嗯	20304
位	20161
款	20128
换	19825
篇	19713
受	19421
近	19380
作	19288
完	19247
强	19120
卡	19015
哈	18137
值	18132
光	17990
量	17810
种	17808
练	17786
间	17719
化	17669
每	17543
此	17538
组	17505
无	17480
啥	17191
若	17133
干	17002
拉	16834
处	16739
占	16611
些	16609
超	16586
张	16579
纯	16531
表	16523
画	16522
正	16186
见	16152
转	16063
离	15966
既	15847
论	15731
手	15563
答	15261
主	15240
回	15026
神	14970
系	14843
仅	14814
长	14631
群	14576
包	14415
罗	14318
酒	14287
曾	14277
五	14219
偏	14218
难	14173
面	14150
均	14147
怕	14065
称	14031
条	13842
王	13782
头	13781
送	13775
话	13774
喝	13710
赞	13615
